	27432 - DIVERSIFICADO			27431 - ACCIONES COLOMBIA		
FECHA	val. Unidad	val. Fondo	rt.30	val. Unidad	val. Fondo	rt.30
8/6/2013	" 10,182 "	" 4,542,886,326 "	 1.59 	" 10,106 "	" 4,395,977,427 "	 122.58 
8/7/2013	" 10,183 "	" 4,543,141,106 "	 0.25 	" 10,105 "	" 4,395,751,770 "	 138.12 
8/8/2013	" 10,188 "	" 4,570,739,336 "	-0.78 	" 10,071 "	" 4,394,720,288 "	 141.03 
8/9/2013	" 10,184 "	" 4,554,700,612 "	-2.35 	" 10,095 "	" 4,420,095,617 "	 186.02 
8/10/2013	" 10,184 "	" 4,554,987,729 "	-6.27 	" 10,095 "	" 4,416,986,460 "	 128.63 
8/11/2013	" 10,185 "	" 4,555,291,857 "	-8.43 	" 10,094 "	" 4,416,677,561 "	 99.63 
8/12/2013	" 10,184 "	" 4,557,420,080 "	-8.66 	" 10,122 "	" 4,101,253,402 "	 106.38 
8/13/2013	" 10,179 "	" 4,533,880,819 "	-9.22 	" 10,181 "	" 4,279,418,838 "	 121.03 
8/14/2013	" 10,180 "	" 4,506,404,322 "	-8.29 	" 10,236 "	" 4,425,512,372 "	 94.78 
8/15/2013	" 10,166 "	" 4,504,807,530 "	-10.08 	" 10,157 "	" 4,393,384,189 "	 67.78 
8/16/2013	" 10,162 "	" 4,498,111,252 "	-11.12 	" 10,127 "	" 4,654,411,685 "	 38.33 
8/17/2013	" 10,163 "	" 4,498,473,034 "	-9.59 	" 10,127 "	" 4,654,134,433 "	 27.57 
8/18/2013	" 10,164 "	" 4,498,805,821 "	-9.92 	" 10,126 "	" 4,653,886,604 "	 27.42 
8/19/2013	" 10,164 "	" 4,499,039,958 "	-9.97 	" 10,126 "	" 4,653,609,398 "	 27.30 
8/20/2013	" 10,160 "	" 4,497,806,446 "	-10.46 	" 10,118 "	" 4,650,345,912 "	 26.00 
8/21/2013	" 10,150 "	" 4,494,598,810 "	-12.55 	" 10,111 "	" 4,679,296,130 "	 39.38 
8/22/2013	" 10,155 "	" 4,488,494,596 "	-10.73 	" 10,110 "	" 4,692,827,197 "	 15.45 
8/23/2013	" 10,169 "	" 4,269,745,171 "	-4.34 	" 10,083 "	" 4,689,421,787 "	 5.17 
8/24/2013	" 10,169 "	" 4,270,073,503 "	-3.25 	" 10,083 "	" 4,689,096,066 "	 6.77 
8/25/2013	" 10,170 "	" 4,290,587,912 "	-4.52 	" 10,082 "	" 4,689,770,370 "	 12.53 
8/26/2013	" 10,171 "	" 4,275,064,642 "	-4.56 	" 10,077 "	" 4,689,068,611 "	 11.91 
8/27/2013	" 10,154 "	" 4,307,454,945 "	-6.46 	" 10,084 "	" 4,735,687,130 "	 12.93 
8/28/2013	" 10,160 "	" 4,310,665,347 "	-4.27 	" 10,179 "	" 4,786,202,123 "	 31.67 
8/29/2013	" 10,157 "	" 4,290,209,169 "	-3.85 	" 10,094 "	" 4,747,569,497 "	 14.21 
8/30/2013	" 10,160 "	" 4,303,769,939 "	-0.17 	" 10,163 "	" 4,766,040,926 "	 30.88 
8/31/2013	" 10,161 "	" 4,309,094,427 "	-0.79 	" 10,163 "	" 4,767,380,471 "	 15.35 
9/1/2013	" 10,162 "	" 4,310,418,838 "	-1.46 	" 10,162 "	" 4,767,077,434 "	 4.40 
9/2/2013	" 10,182 "	" 4,327,322,942 "	 0.79 	" 10,155 "	" 4,742,778,747 "	 3.54 
9/3/2013	" 10,183 "	" 4,323,219,969 "	 0.82 	" 10,177 "	" 4,786,388,652 "	 6.51 
9/4/2013	" 10,186 "	" 4,331,953,497 "	 1.00 	" 10,247 "	" 4,821,829,088 "	 15.89 
9/5/2013	" 10,176 "	" 4,329,655,505 "	-0.82 	" 10,234 "	" 4,821,153,657 "	 16.44 
9/6/2013	" 10,189 "	" 4,337,867,258 "	 0.65 	" 10,168 "	" 4,889,133,018 "	 7.30 
9/7/2013	" 10,190 "	" 4,338,166,916 "	 0.03 	" 10,167 "	" 4,888,812,552 "	 11.45 
9/8/2013	" 10,190 "	" 4,338,508,554 "	 0.72 	" 10,166 "	" 4,891,792,098 "	 8.26 
9/9/2013	" 10,191 "	" 4,305,970,513 "	 0.69 	" 10,265 "	" 5,018,371,000 "	 22.54 
9/10/2013	" 10,197 "	" 4,310,781,092 "	 1.30 	" 10,355 "	" 5,063,412,423 "	 37.02 
9/11/2013	" 10,212 "	" 4,316,406,143 "	 3.28 	" 10,371 "	" 5,088,816,154 "	 35.30 
9/12/2013	" 10,236 "	" 4,313,525,440 "	 6.86 	" 10,362 "	" 5,087,291,200 "	 25.53 
9/13/2013	" 10,245 "	" 4,312,391,214 "	 7.91 	" 10,313 "	" 5,032,802,367 "	 11.32 
9/14/2013	" 10,246 "	" 4,315,228,111 "	 9.82 	" 10,313 "	" 5,032,670,812 "	 21.35 
9/15/2013	" 10,247 "	" 4,315,571,602 "	 10.48 	" 10,312 "	" 5,042,674,905 "	 25.12 
9/16/2013	" 10,246 "	" 4,295,090,553 "	 10.28 	" 10,305 "	" 5,040,456,590 "	 24.13 
9/17/2013	" 10,229 "	" 4,290,441,426 "	 8.09 	" 10,351 "	" 5,065,876,470 "	 31.30 
9/18/2013	" 10,210 "	" 4,301,551,616 "	 5.66 	" 10,353 "	" 4,749,268,998 "	 31.63 
9/19/2013	" 10,245 "	" 4,313,830,333 "	 10.65 	" 10,355 "	" 5,178,477,268 "	 33.16 
9/20/2013	" 10,253 "	" 4,342,381,678 "	 13.08 	" 10,358 "	" 5,246,930,637 "	 34.44 
9/21/2013	" 10,254 "	" 4,342,753,838 "	 12.58 	" 10,357 "	" 5,247,422,629 "	 34.45 
9/22/2013	" 10,254 "	" 4,343,114,635 "	 10.79 	" 10,356 "	" 5,247,104,588 "	 38.42 
9/23/2013	" 10,229 "	" 4,429,493,358 "	 7.37 	" 10,382 "	" 5,397,791,776 "	 42.81 
9/24/2013	" 10,246 "	" 4,496,181,932 "	 9.57 	" 10,394 "	" 5,433,047,947 "	 45.02 
9/25/2013	" 10,259 "	" 4,508,723,651 "	 11.29 	" 10,398 "	" 5,469,290,912 "	 46.26 
9/26/2013	" 10,254 "	" 4,514,700,882 "	 12.72 	" 10,346 "	" 5,437,804,578 "	 35.57 
9/27/2013	" 10,256 "	" 4,586,254,310 "	 12.13 	" 10,358 "	" 5,501,986,621 "	 23.26 
9/28/2013	" 10,256 "	" 4,586,979,538 "	 12.56 	" 10,357 "	" 5,501,814,271 "	 35.63 
9/29/2013	" 10,257 "	" 4,587,520,402 "	 12.24 	" 10,357 "	" 5,501,476,944 "	 25.01 
9/30/2013	" 10,241 "	" 4,600,463,190 "	 9.88 	" 10,288 "	" 5,491,020,430 "	 14.59 
10/1/2013	" 10,228 "	" 4,566,437,638 "	 8.06 	" 10,302 "	" 5,491,254,428 "	 16.62 
10/2/2013	" 10,240 "	" 4,581,134,178 "	 6.98 	" 10,303 "	" 5,543,336,866 "	 17.64 
10/3/2013	" 10,240 "	" 4,627,313,377 "	 6.94 	" 10,295 "	" 5,481,592,083 "	 13.57 
10/4/2013	" 10,251 "	" 4,567,405,755 "	 7.98 	" 10,278 "	" 5,473,577,178 "	 2.91 
10/5/2013	" 10,251 "	" 4,568,687,517 "	 9.35 	" 10,278 "	" 5,473,238,141 "	 4.21 
10/6/2013	" 10,252 "	" 4,569,028,180 "	 7.75 	" 10,277 "	" 5,475,709,133 "	 12.07 
10/7/2013	" 10,251 "	" 4,782,952,798 "	 7.46 	" 10,272 "	" 5,504,345,198 "	 11.42 
10/8/2013	" 10,255 "	" 4,796,402,046 "	 7.89 	" 10,290 "	" 5,514,426,566 "	 14.00 
10/9/2013	" 10,252 "	" 4,796,919,396 "	 7.41 	" 10,245 "	" 5,499,634,110 "	-3.58 
10/10/2013	" 10,258 "	" 4,810,079,068 "	 7.54 	" 10,297 "	" 5,512,836,371 "	-6.96 
10/11/2013	" 10,261 "	" 4,804,330,043 "	 6.07 	" 10,305 "	" 5,602,687,685 "	-7.75 
10/12/2013	" 10,262 "	" 4,806,812,182 "	 3.25 	" 10,304 "	" 5,602,401,579 "	-6.85 
10/13/2013	" 10,263 "	" 4,807,195,475 "	 2.29 	" 10,303 "	" 5,602,055,505 "	-1.74 
10/14/2013	" 10,264 "	" 4,807,768,742 "	 2.32 	" 10,303 "	" 5,602,209,467 "	-1.74 
10/15/2013	" 10,258 "	" 4,799,237,701 "	 1.51 	" 10,331 "	" 5,621,988,573 "	 1.80 
10/16/2013	" 10,260 "	" 4,709,626,637 "	 1.82 	" 10,354 "	" 5,622,550,318 "	 5.47 
10/17/2013	" 10,276 "	" 4,717,058,024 "	 5.81 	" 10,368 "	" 5,630,440,103 "	 2.03 
10/18/2013	" 10,285 "	" 4,669,583,943 "	 9.18 	" 10,412 "	" 5,963,001,655 "	 7.29 
10/19/2013	" 10,286 "	" 4,669,935,256 "	 5.08 	" 10,411 "	" 5,982,628,493 "	 6.92 
10/20/2013	" 10,287 "	" 4,670,482,740 "	 4.26 	" 10,410 "	" 5,982,694,956 "	 6.53 
10/21/2013	" 10,289 "	" 4,674,691,209 "	 4.49 	" 10,414 "	" 5,988,725,537 "	 7.11 
10/22/2013	" 10,322 "	" 4,691,399,412 "	 8.55 	" 10,364 "	" 5,978,816,732 "	 0.65 
10/23/2013	" 10,336 "	" 4,708,417,497 "	 13.52 	" 10,372 "	" 5,989,494,291 "	-1.22 
10/24/2013	" 10,330 "	" 4,649,294,139 "	 10.51 	" 10,382 "	" 5,980,559,968 "	-1.32 
10/25/2013	" 10,326 "	" 4,653,684,758 "	 8.25 	" 10,384 "	" 5,952,352,443 "	-1.51 
10/26/2013	" 10,327 "	" 4,654,030,237 "	 9.07 	" 10,383 "	" 5,953,298,192 "	 4.40 
10/27/2013	" 10,327 "	" 4,654,348,666 "	 8.90 	" 10,382 "	" 5,952,933,872 "	 2.89 
10/28/2013	" 10,317 "	" 4,651,621,298 "	 7.55 	" 10,335 "	" 5,914,648,165 "	-2.89 
10/29/2013	" 10,317 "	" 4,705,135,552 "	 7.40 	" 10,334 "	" 5,918,642,714 "	-2.84 
10/30/2013	" 10,327 "	" 4,713,089,875 "	 10.69 	" 10,299 "	" 5,898,133,224 "	 0.56 
10/31/2013	" 10,305 "	" 4,708,122,663 "	 9.45 	" 10,250 "	" 5,868,565,168 "	-6.72 
11/1/2013	" 10,276 "	" 4,793,180,547 "	 4.44 	" 10,296 "	" 5,840,309,399 "	-1.50 
11/2/2013	" 10,277 "	" 4,793,549,110 "	 4.44 	" 10,295 "	" 5,839,969,010 "	-0.73 
11/3/2013	" 10,278 "	" 4,794,042,648 "	 3.30 	" 10,294 "	" 5,839,753,668 "	 1.08 
11/4/2013	" 10,279 "	" 4,794,421,150 "	 3.31 	" 10,294 "	" 5,839,378,351 "	 1.07 
11/5/2013	" 10,233 "	" 4,780,453,349 "	-2.37 	" 10,181 "	" 5,778,607,428 "	-11.75 
11/6/2013	" 10,260 "	" 4,862,212,257 "	 1.14 	" 10,225 "	" 5,804,709,688 "	-6.40 
11/7/2013	" 10,260 "	" 4,853,791,181 "	 0.56 	" 10,100 "	" 5,702,571,821 "	-21.07 
11/8/2013	" 10,244 "	" 4,849,956,544 "	-0.98 	" 9,889 "	" 5,584,803,008 "	-35.80 
11/9/2013	" 10,245 "	" 4,850,590,347 "	-1.66 	" 9,888 "	" 5,585,106,292 "	-39.46 
11/10/2013	" 10,246 "	" 4,856,734,102 "	-1.94 	" 9,888 "	" 5,584,812,993 "	-39.98 
11/11/2013	" 10,246 "	" 4,856,557,226 "	-1.92 	" 9,887 "	" 5,584,419,723 "	-39.95 
11/12/2013	" 10,247 "	" 4,720,181,293 "	-1.90 	" 9,609 "	" 5,504,003,300 "	-57.48 
11/13/2013	" 10,253 "	" 4,691,934,505 "	-1.41 	" 9,783 "	" 5,604,162,974 "	-46.87 
11/14/2013	" 10,271 "	" 4,689,785,297 "	 1.42 	" 9,817 "	" 4,345,909,577 "	-46.18 
11/15/2013	" 10,281 "	" 4,699,488,192 "	 2.41 	" 9,816 "	" 4,245,679,306 "	-47.83 
11/16/2013	" 10,282 "	" 4,700,107,984 "	 0.52 	" 9,815 "	" 4,245,341,561 "	-48.92 
11/17/2013	" 10,282 "	" 4,700,425,731 "	-0.41 	" 9,815 "	" 4,245,001,887 "	-51.66 
11/18/2013	" 10,295 "	" 4,654,083,681 "	 0.96 	" 9,830 "	" 4,226,982,749 "	-51.21 
11/19/2013	" 10,298 "	" 4,649,247,839 "	 1.31 	" 9,781 "	" 4,203,722,523 "	-53.72 
11/20/2013	" 10,297 "	" 4,653,804,453 "	 0.85 	" 9,764 "	" 4,189,096,809 "	-55.03 
11/21/2013	" 10,295 "	" 4,724,208,737 "	-3.21 	" 9,737 "	" 4,172,201,122 "	-53.69 
11/22/2013	" 10,299 "	" 4,594,790,607 "	-4.30 	" 9,713 "	" 4,144,797,646 "	-55.55 
11/23/2013	" 10,300 "	" 4,595,116,353 "	-3.55 	" 9,712 "	" 4,145,009,732 "	-56.51 
11/24/2013	" 10,301 "	" 4,595,428,953 "	-2.97 	" 9,712 "	" 4,144,721,796 "	-56.97 
11/25/2013	" 10,302 "	" 4,604,422,805 "	-2.87 	" 9,598 "	" 4,090,935,273 "	-62.06 
11/26/2013	" 10,307 "	" 4,607,396,552 "	-2.46 	" 9,548 "	" 3,936,213,542 "	-64.28 
11/27/2013	" 10,307 "	" 4,618,134,066 "	-1.30 	" 9,521 "	" 4,029,514,372 "	-63.40 
11/28/2013	" 10,304 "	" 4,618,235,064 "	-1.55 	" 9,547 "	" 4,041,467,548 "	-62.71 
11/29/2013	" 10,304 "	" 4,604,814,497 "	-2.69 	" 9,578 "	" 4,047,766,746 "	-59.98 
11/30/2013	" 10,305 "	" 4,607,254,066 "	-0.06 	" 9,577 "	" 4,047,480,920 "	-57.63 
12/1/2013	" 10,306 "	" 4,608,592,140 "	 3.44 	" 9,576 "	" 4,048,275,801 "	-60.59 
12/2/2013	" 10,299 "	" 4,643,175,522 "	 2.53 	" 9,539 "	" 3,994,458,613 "	-62.48 
12/3/2013	" 10,299 "	" 4,682,123,692 "	 2.46 	" 9,515 "	" 3,986,247,494 "	-63.82 
12/4/2013	" 10,295 "	" 4,680,255,642 "	 1.88 	" 9,327 "	" 3,794,158,238 "	-71.12 
12/5/2013	" 10,297 "	" 4,648,132,421 "	 7.92 	" 9,420 "	" 3,830,716,619 "	-62.77 
12/6/2013	" 10,321 "	" 4,663,621,141 "	 7.41 	" 9,395 "	" 3,818,791,712 "	-66.42 
12/7/2013	" 10,322 "	" 4,664,152,340 "	 7.61 	" 9,395 "	" 3,820,032,670 "	-60.18 
12/8/2013	" 10,323 "	" 4,664,485,376 "	 9.81 	" 9,394 "	" 3,819,773,522 "	-45.71 
12/9/2013	" 10,341 "	" 4,674,460,190 "	 12.03 	" 9,448 "	" 3,846,140,146 "	-42.53 
12/10/2013	" 10,339 "	" 4,656,234,045 "	 11.68 	" 9,506 "	" 3,848,517,842 "	-38.78 
12/11/2013	" 10,333 "	" 4,649,810,151 "	 10.87 	" 9,542 "	" 3,858,601,084 "	-36.39 
12/12/2013	" 10,326 "	" 4,733,297,662 "	 9.82 	" 9,638 "	" 4,116,429,726 "	 11.98 
12/13/2013	" 10,323 "	" 4,733,244,225 "	 8.72 	" 9,599 "	" 4,099,236,473 "	-20.60 
12/14/2013	" 10,324 "	" 4,739,656,656 "	 6.44 	" 9,598 "	" 4,098,983,769 "	-25.39 
12/15/2013	" 10,324 "	" 4,740,788,572 "	 5.28 	" 9,597 "	" 4,098,831,077 "	-25.34 
12/16/2013	" 10,335 "	" 4,752,547,297 "	 6.51 	" 9,453 "	" 4,035,918,611 "	-38.07 
12/17/2013	" 10,331 "	" 4,753,954,582 "	 5.95 	" 9,484 "	" 4,051,729,992 "	-35.44 
12/18/2013	" 10,325 "	" 4,760,318,435 "	 3.64 	" 9,407 "	" 4,023,062,012 "	-42.79 
12/19/2013	" 10,328 "	" 4,765,007,683 "	 3.50 	" 9,444 "	" 4,298,302,497 "	-36.12 
12/20/2013	" 10,336 "	" 4,776,032,932 "	 4.64 	" 9,540 "	" 4,630,276,523 "	-25.27 
12/21/2013	" 10,336 "	" 4,777,916,293 "	 4.99 	" 9,540 "	" 4,630,258,871 "	-22.69 
12/22/2013	" 10,337 "	" 4,778,257,631 "	 4.56 	" 9,539 "	" 4,629,986,252 "	-20.25 
12/23/2013	" 10,340 "	" 4,788,095,350 "	 4.90 	" 9,431 "	" 4,360,838,206 "	-31.79 
12/24/2013	" 10,341 "	" 4,777,253,676 "	 4.93 	" 9,477 "	" 4,351,314,091 "	-27.10 
12/25/2013	" 10,342 "	" 4,777,651,702 "	 4.81 	" 9,477 "	" 4,352,574,281 "	-15.87 
12/26/2013	" 10,337 "	" 4,882,169,902 "	 3.67 	" 9,446 "	" 4,474,453,506 "	-14.17 
12/27/2013	" 10,332 "	" 4,822,791,555 "	 2.97 	" 9,435 "	" 4,471,083,113 "	-12.56 
12/28/2013	" 10,333 "	" 4,823,371,809 "	 3.39 	" 9,435 "	" 4,470,841,946 "	-15.39 
12/29/2013	" 10,334 "	" 4,823,769,013 "	 3.52 	" 9,434 "	" 4,471,905,800 "	-18.49 
12/30/2013	" 10,334 "	" 4,897,866,798 "	 3.45 	" 9,459 "	" 4,486,603,525 "	-15.45 
12/31/2013	" 10,335 "	" 4,919,180,809 "	 3.45 	" 9,459 "	" 4,485,563,688 "	-15.38 
1/1/2014	" 10,336 "	" 4,921,047,348 "	 4.36 	" 9,458 "	" 4,485,301,973 "	-11.51 
1/2/2014	" 10,332 "	" 4,922,422,024 "	 3.91 	" 9,492 "	" 4,500,190,031 "	-4.55 
1/3/2014	" 10,331 "	" 4,927,301,693 "	 4.25 	" 9,437 "	" 4,473,700,450 "	 11.36 
1/4/2014	" 10,332 "	" 4,927,774,779 "	 4.17 	" 9,436 "	" 4,473,432,606 "	-0.39 
1/5/2014	" 10,333 "	" 4,928,144,703 "	 1.32 	" 9,435 "	" 4,473,264,772 "	 2.44 
1/6/2014	" 10,334 "	" 4,928,514,596 "	 1.32 	" 9,435 "	" 4,473,196,957 "	 2.42 
1/7/2014	" 10,336 "	" 4,931,388,647 "	 1.50 	" 9,277 "	" 4,399,098,765 "	-17.34 
1/8/2014	" 10,341 "	" 4,926,978,926 "	 0.09 	" 9,247 "	" 4,386,023,387 "	-25.34 
1/9/2014	" 10,341 "	" 4,932,310,269 "	 0.37 	" 9,234 "	" 4,380,343,945 "	-31.21 
1/10/2014	" 10,345 "	" 4,934,461,900 "	 1.39 	" 9,114 "	" 4,322,528,263 "	-43.85 
1/11/2014	" 10,345 "	" 4,934,790,806 "	 2.31 	" 9,114 "	" 4,322,345,156 "	-49.42 
1/12/2014	" 10,346 "	" 4,935,122,811 "	 2.78 	" 9,113 "	" 4,322,062,034 "	-46.96 
1/13/2014	" 10,351 "	" 5,027,001,486 "	 3.28 	" 9,123 "	" 4,346,796,176 "	-46.10 
1/14/2014	" 10,351 "	" 5,023,842,056 "	 3.22 	" 9,131 "	" 4,349,545,878 "	-45.33 
1/15/2014	" 10,351 "	" 5,021,525,151 "	 1.97 	" 9,137 "	" 4,345,765,580 "	-34.70 
1/16/2014	" 10,353 "	" 4,960,228,145 "	 2.66 	" 9,082 "	" 4,297,089,195 "	-41.46 
1/17/2014	" 10,352 "	" 4,939,359,812 "	 3.20 	" 9,091 "	" 4,312,460,260 "	-34.99 
1/18/2014	" 10,353 "	" 4,942,194,577 "	 2.99 	" 9,091 "	" 4,312,802,756 "	-37.68 
1/19/2014	" 10,354 "	" 4,942,601,022 "	 2.16 	" 9,090 "	" 4,313,145,229 "	-44.68 
1/20/2014	" 10,351 "	" 4,875,303,386 "	 1.81 	" 9,099 "	" 4,318,698,384 "	-44.03 
1/21/2014	" 10,342 "	" 4,873,522,886 "	 0.67 	" 9,076 "	" 4,319,200,356 "	-45.66 
1/22/2014	" 10,350 "	" 4,872,396,936 "	 1.11 	" 9,123 "	" 4,356,202,919 "	-33.33 
1/23/2014	" 10,341 "	" 4,840,152,898 "	-0.02 	" 8,997 "	" 4,294,648,633 "	-46.91 
1/24/2014	" 10,326 "	" 4,832,092,817 "	-1.77 	" 8,907 "	" 4,213,393,631 "	-52.99 
1/25/2014	" 10,327 "	" 4,832,535,581 "	-1.11 	" 8,907 "	" 4,215,543,102 "	-51.15 
1/26/2014	" 10,328 "	" 4,835,486,435 "	-0.40 	" 8,906 "	" 4,215,507,404 "	-50.51 
1/27/2014	" 10,337 "	" 4,826,903,522 "	 0.53 	" 8,785 "	" 4,166,371,415 "	-58.06 
1/28/2014	" 10,338 "	" 4,835,579,000 "	 0.59 	" 8,736 "	" 4,150,096,400 "	-60.78 
1/29/2014	" 10,309 "	" 4,823,512,242 "	-2.82 	" 8,701 "	" 4,131,656,308 "	-63.84 
1/30/2014	" 10,296 "	" 4,843,674,981 "	-4.33 	" 8,726 "	" 4,143,471,125 "	-62.55 
1/31/2014	" 10,249 "	" 4,735,799,122 "	-9.54 	" 8,778 "	" 4,166,125,644 "	-59.70 
2/1/2014	" 10,250 "	" 4,736,452,558 "	-9.09 	" 8,777 "	" 4,165,935,871 "	-61.42 
2/2/2014	" 10,252 "	" 4,736,942,815 "	-8.87 	" 8,777 "	" 4,165,686,118 "	-58.63 
2/3/2014	" 10,239 "	" 4,681,650,110 "	-10.24 	" 8,721 "	" 4,147,145,907 "	-61.71 
2/4/2014	" 10,248 "	" 4,493,523,564 "	-9.48 	" 8,711 "	" 4,143,722,827 "	-62.21 
2/5/2014	" 10,242 "	" 4,487,697,859 "	-10.16 	" 8,778 "	" 4,176,153,545 "	-58.44 
2/6/2014	" 10,253 "	" 4,491,358,131 "	-9.26 	" 8,884 "	" 4,156,783,413 "	-40.97 
2/7/2014	" 10,263 "	" 4,430,868,909 "	-8.88 	" 8,950 "	" 4,191,183,971 "	-32.89 
2/8/2014	" 10,264 "	" 4,437,421,625 "	-8.85 	" 8,950 "	" 4,191,321,634 "	-31.83 
2/9/2014	" 10,265 "	" 4,437,809,468 "	-9.16 	" 8,949 "	" 4,191,059,291 "	-20.14 
2/10/2014	" 10,272 "	" 4,430,612,191 "	-8.54 	" 8,872 "	" 4,157,153,872 "	-27.96 
2/11/2014	" 10,281 "	" 4,433,894,313 "	-7.72 	" 8,929 "	" 4,180,829,993 "	-22.17 
2/12/2014	" 10,287 "	" 4,401,127,568 "	-7.73 	" 9,016 "	" 4,224,746,956 "	-13.64 
2/13/2014	" 10,279 "	" 4,391,717,608 "	-8.59 	" 9,020 "	" 4,256,751,949 "	-14.10 
2/14/2014	" 10,285 "	" 4,251,191,708 "	-7.97 	" 9,059 "	" 4,275,299,812 "	-10.21 
2/15/2014	" 10,286 "	" 4,251,578,009 "	-8.16 	" 9,058 "	" 4,275,113,506 "	-3.39 
2/16/2014	" 10,287 "	" 4,252,954,282 "	-7.96 	" 9,058 "	" 4,274,852,231 "	-4.71 
2/17/2014	" 10,285 "	" 4,236,812,987 "	-8.27 	" 9,046 "	" 4,272,256,720 "	-6.12 
2/18/2014	" 10,288 "	" 4,227,059,869 "	-8.11 	" 9,113 "	" 4,305,015,753 "	 2.79 
2/19/2014	" 10,277 "	" 4,225,859,368 "	-9.04 	" 9,174 "	" 4,336,120,158 "	 10.08 
2/20/2014	" 10,255 "	" 4,719,935,829 "	-10.26 	" 9,089 "	" 4,297,228,900 "	 1.32 
2/21/2014	" 10,264 "	" 4,726,127,922 "	-9.99 	" 9,040 "	" 4,275,893,749 "	-10.89 
2/22/2014	" 10,265 "	" 4,726,661,669 "	-8.90 	" 9,039 "	" 4,275,653,445 "	 5.57 
2/23/2014	" 10,266 "	" 4,727,120,375 "	-7.14 	" 9,038 "	" 4,275,388,152 "	 19.36 
2/24/2014	" 10,266 "	" 4,729,410,865 "	-7.26 	" 9,104 "	" 4,312,719,714 "	 30.51 
2/25/2014	" 10,275 "	" 4,727,913,160 "	-6.39 	" 8,935 "	" 4,248,740,889 "	 3.80 
2/26/2014	" 10,276 "	" 4,733,753,480 "	-7.34 	" 8,877 "	" 4,221,514,757 "	 13.31 
2/27/2014	" 10,270 "	" 4,725,402,773 "	-8.09 	" 8,895 "	" 4,235,527,226 "	 24.32 
2/28/2014	" 10,280 "	" 4,757,005,620 "	-3.52 	" 8,997 "	" 4,421,669,199 "	 50.25 
3/1/2014	" 10,281 "	" 4,757,436,822 "	-1.87 	" 8,997 "	" 4,421,770,941 "	 45.00 
3/2/2014	" 10,282 "	" 4,758,489,571 "	 4.23 	" 8,996 "	" 4,422,345,109 "	 34.66 
3/3/2014	" 10,286 "	" 4,699,183,593 "	 4.66 	" 8,905 "	" 4,375,471,067 "	 18.48 
3/4/2014	" 10,297 "	" 4,706,943,359 "	 5.86 	" 9,067 "	" 4,484,684,439 "	 48.66 
3/5/2014	" 10,302 "	" 4,701,025,801 "	 8.19 	" 9,195 "	" 4,565,689,891 "	 91.99 
3/6/2014	" 10,311 "	" 4,683,535,229 "	 8.27 	" 9,315 "	" 4,620,887,548 "	 129.21 
3/7/2014	" 10,308 "	" 4,691,670,830 "	 8.63 	" 9,261 "	" 4,617,957,576 "	 93.52 
3/8/2014	" 10,309 "	" 4,692,167,429 "	 7.27 	" 9,260 "	" 4,630,393,646 "	 67.11 
3/9/2014	" 10,310 "	" 4,693,108,988 "	 6.17 	" 9,260 "	" 4,630,138,713 "	 52.67 
3/10/2014	" 10,309 "	" 4,190,150,048 "	 5.89 	" 9,229 "	" 4,621,321,092 "	 46.49 
3/11/2014	" 10,316 "	" 4,158,154,662 "	 6.59 	" 9,329 "	" 4,682,728,172 "	 67.87 
3/12/2014	" 10,319 "	" 4,153,220,638 "	 6.14 	" 9,318 "	" 4,664,864,089 "	 82.74 
3/13/2014	" 10,324 "	" 4,118,191,695 "	 5.55 	" 9,370 "	" 4,695,157,341 "	 81.71 
3/14/2014	" 10,322 "	" 4,098,422,842 "	 4.61 	" 9,323 "	" 4,618,034,680 "	 51.87 
3/15/2014	" 10,323 "	" 4,098,832,561 "	 5.70 	" 9,322 "	" 4,617,739,468 "	 50.78 
3/16/2014	" 10,324 "	" 4,099,255,527 "	 5.06 	" 9,322 "	" 4,617,444,284 "	 43.15 
3/17/2014	" 10,330 "	" 4,104,649,918 "	 5.67 	" 9,355 "	" 4,635,131,370 "	 49.61 
3/18/2014	" 10,323 "	" 4,034,072,102 "	 4.79 	" 9,342 "	" 4,628,860,815 "	 47.01 
3/19/2014	" 10,354 "	" 4,052,495,766 "	 8.46 	" 9,365 "	" 4,645,136,729 "	 53.86 
3/20/2014	" 10,447 "	" 4,090,207,106 "	 19.22 	" 9,418 "	" 4,673,405,606 "	 51.11 
3/21/2014	" 10,437 "	" 4,674,013,312 "	 19.58 	" 9,416 "	" 4,676,335,792 "	 39.44 
3/22/2014	" 10,438 "	" 4,674,320,877 "	 22.61 	" 9,416 "	" 4,676,031,114 "	 55.28 
3/23/2014	" 10,439 "	" 4,674,653,637 "	 21.25 	" 9,415 "	" 4,675,726,465 "	 65.22 
3/24/2014	" 10,439 "	" 4,674,981,091 "	 21.23 	" 9,414 "	" 4,675,421,846 "	 65.08 
3/25/2014	" 10,465 "	" 4,675,375,821 "	 24.85 	" 9,613 "	" 4,813,943,198 "	 113.12 
3/26/2014	" 10,510 "	" 4,703,233,823 "	 31.81 	" 9,635 "	" 4,830,872,160 "	 101.17 
3/27/2014	" 10,524 "	" 5,233,449,134 "	 32.59 	" 9,723 "	" 4,903,181,199 "	 179.80 
3/28/2014	" 10,521 "	" 5,245,005,293 "	 31.84 	" 9,786 "	" 4,937,094,275 "	 226.41 
