	27432 - DIVERSIFICADO			27431 - ACCIONES COLOMBIA		
FECHA	val. Unidad	val. Fondo	rt.30	val. Unidad	val. Fondo	rt.30
7/3/2016	" 10,940 "	" 4,815,450,508 "	 7.19 	" 8,164 "	" 4,473,906,710 "	 5.52 
7/4/2016	" 10,942 "	" 4,829,563,447 "	 7.17 	" 8,164 "	" 4,473,812,894 "	 5.54 
7/5/2016	" 10,935 "	" 5,053,044,598 "	 6.19 	" 8,121 "	" 4,451,985,952 "	-0.70 
7/6/2016	" 10,937 "	" 5,137,344,858 "	 6.23 	" 8,158 "	" 4,430,634,374 "	 4.66 
7/7/2016	" 10,934 "	" 5,223,611,529 "	 6.33 	" 8,130 "	" 4,419,115,310 "	-2.90 
7/8/2016	" 10,947 "	" 5,388,492,834 "	 7.82 	" 8,107 "	" 4,392,820,259 "	-16.13 
7/9/2016	" 10,948 "	" 5,389,261,788 "	 8.45 	" 8,107 "	" 4,392,732,745 "	-14.29 
7/10/2016	" 10,950 "	" 5,390,149,834 "	 9.46 	" 8,107 "	" 4,392,644,275 "	-7.73 
7/11/2016	" 10,955 "	" 5,472,981,901 "	 9.89 	" 8,142 "	" 4,392,973,198 "	-2.88 
7/12/2016	" 10,949 "	" 5,535,944,611 "	 8.80 	" 8,207 "	" 4,440,506,147 "	 6.65 
7/13/2016	" 10,947 "	" 5,761,739,819 "	 9.04 	" 8,229 "	" 4,452,242,773 "	 11.96 
7/14/2016	" 10,949 "	" 5,783,703,213 "	 - 	" 8,265 "	" 4,466,445,753 "	 - 
7/15/2016	" 10,949 "	" 5,817,698,562 "	 7.75 	" 8,300 "	" 4,526,229,373 "	 38.11 
7/16/2016	" 10,951 "	" 5,823,049,486 "	 7.61 	" 8,300 "	" 4,526,159,270 "	 32.59 
7/17/2016	" 10,953 "	" 5,824,179,564 "	 7.81 	" 8,300 "	" 4,541,062,208 "	 32.48 
7/18/2016	" 10,946 "	" 5,860,086,177 "	 6.66 	" 8,291 "	" 4,538,666,903 "	 30.85 
7/19/2016	" 10,946 "	" 5,761,883,322 "	 6.35 	" 8,297 "	" 4,542,185,766 "	 32.15 
7/20/2016	" 10,947 "	" 5,763,146,065 "	 6.18 	" 8,297 "	" 4,555,303,550 "	 25.97 
7/21/2016	" 10,971 "	" 5,809,867,710 "	 9.41 	" 8,251 "	" 4,562,213,922 "	 12.42 
7/22/2016	" 10,979 "	" 5,942,544,862 "	 10.28 	" 8,274 "	" 4,574,260,284 "	 13.46 
7/23/2016	" 10,981 "	" 5,944,236,336 "	 10.35 	" 8,273 "	" 4,583,643,907 "	 11.95 
7/24/2016	" 10,982 "	" 5,945,257,744 "	 10.17 	" 8,273 "	" 4,583,677,007 "	 17.63 
7/25/2016	" 10,965 "	" 5,965,422,279 "	 7.56 	" 8,224 "	" 4,550,184,563 "	 9.32 
7/26/2016	" 10,957 "	" 6,016,660,826 "	 6.21 	" 8,186 "	" 4,519,313,405 "	 3.35 
7/27/2016	" 10,963 "	" 5,924,314,153 "	 5.39 	" 8,224 "	" 4,538,742,213 "	 17.36 
7/28/2016	" 10,951 "	" 5,922,928,442 "	 3.53 	" 8,210 "	" 4,256,452,498 "	 14.86 
7/29/2016	" 10,949 "	" 5,866,370,420 "	 3.04 	" 8,153 "	" 4,060,247,596 "	 0.18 
7/30/2016	" 10,950 "	" 5,867,515,330 "	 2.50 	" 8,153 "	" 4,060,005,371 "	-2.55 
7/31/2016	" 10,952 "	" 5,869,361,183 "	 1.56 	" 8,152 "	" 4,059,822,115 "	-1.78 
8/1/2016	" 10,934 "	" 5,882,610,017 "	-0.71 	" 8,158 "	" 4,058,955,257 "	-0.91 
8/2/2016	" 10,932 "	" 6,177,541,740 "	-1.09 	" 8,155 "	" 4,153,967,683 "	-1.42 
8/3/2016	" 10,930 "	" 6,078,242,148 "	-1.46 	" 8,137 "	" 4,119,877,100 "	-3.81 
8/4/2016	" 10,942 "	" 6,087,475,451 "	 - 	" 8,168 "	" 4,138,772,593 "	 - 
8/5/2016	" 10,951 "	" 6,133,753,495 "	 1.36 	" 8,179 "	" 4,143,587,166 "	 3.10 
8/6/2016	" 10,952 "	" 6,135,705,948 "	 1.85 	" 8,179 "	" 4,144,557,841 "	 7.47 
8/7/2016	" 10,954 "	" 6,136,578,064 "	 0.79 	" 8,178 "	" 4,144,529,685 "	 11.19 
8/8/2016	" 10,964 "	" 6,214,693,621 "	 1.84 	" 8,200 "	" 4,156,749,332 "	 14.69 
8/9/2016	" 10,968 "	" 6,245,370,747 "	 2.08 	" 8,257 "	" 4,196,674,251 "	 24.47 
8/10/2016	" 10,965 "	" 6,278,027,470 "	 1.31 	" 8,250 "	" 4,191,542,054 "	 16.66 
8/11/2016	" 10,967 "	" 6,136,396,622 "	 2.12 	" 8,275 "	" 4,217,417,041 "	 9.57 
8/12/2016	" 10,968 "	" 6,181,063,369 "	 2.35 	" 8,250 "	" 4,176,265,070 "	 2.33 
8/13/2016	" 10,969 "	" 6,181,951,920 "	 2.33 	" 8,250 "	" 4,176,016,307 "	-3.13 
8/14/2016	" 10,971 "	" 6,193,839,562 "	 2.48 	" 8,249 "	" 4,175,967,565 "	-8.20 
8/15/2016	" 10,973 "	" 6,193,778,067 "	 2.48 	" 8,249 "	" 4,177,035,682 "	-8.26 
8/16/2016	" 10,976 "	" 6,196,582,010 "	 2.67 	" 8,347 "	" 4,254,623,305 "	 5.46 
8/17/2016	" 10,980 "	" 6,236,729,706 "	 3.90 	" 8,363 "	" 4,304,591,208 "	 9.42 
8/18/2016	" 10,997 "	" 6,274,550,180 "	 5.94 	" 8,350 "	" 4,302,581,897 "	 6.41 
8/19/2016	" 11,006 "	" 6,181,736,590 "	 6.83 	" 8,358 "	" 4,312,795,335 "	 7.59 
8/20/2016	" 11,008 "	" 6,183,711,015 "	 4.41 	" 8,357 "	" 4,312,557,992 "	 15.53 
8/21/2016	" 11,009 "	" 6,185,597,913 "	 3.67 	" 8,357 "	" 4,313,320,668 "	 11.44 
8/22/2016	" 11,008 "	" 6,219,295,505 "	 3.36 	" 8,372 "	" 4,307,580,121 "	 14.06 
8/23/2016	" 11,010 "	" 6,415,726,110 "	 3.38 	" 8,409 "	" 4,324,835,778 "	 20.39 
8/24/2016	" 11,018 "	" 6,410,007,462 "	 6.32 	" 8,463 "	" 4,339,043,077 "	 40.90 
8/25/2016	" 11,018 "	" 6,369,602,475 "	 7.24 	" 8,470 "	" 4,342,386,536 "	 51.30 
8/26/2016	" 11,016 "	" 6,344,376,039 "	 6.27 	" 8,492 "	" 4,370,626,598 "	 47.21 
8/27/2016	" 11,017 "	" 6,346,547,319 "	 7.75 	" 8,492 "	" 4,370,579,169 "	 50.43 
8/28/2016	" 11,019 "	" 6,348,513,643 "	 8.22 	" 8,491 "	" 4,413,481,870 "	 63.95 
8/29/2016	" 10,994 "	" 6,307,361,857 "	 4.96 	" 8,475 "	" 4,647,788,314 "	 60.13 
8/30/2016	" 10,986 "	" 6,323,342,052 "	 3.93 	" 8,480 "	" 4,652,993,403 "	 61.26 
8/31/2016	" 10,992 "	" 6,332,624,484 "	 6.55 	" 8,519 "	" 4,687,528,959 "	 69.48 
9/1/2016	" 11,007 "	" 6,477,388,491 "	 8.56 	" 8,524 "	" 4,689,788,026 "	 71.27 
9/2/2016	" 11,017 "	" 6,527,317,634 "	 10.14 	" 8,588 "	" 4,727,200,421 "	 93.44 
9/3/2016	" 11,019 "	" 6,528,542,000 "	 8.84 	" 8,587 "	" 4,730,521,227 "	 84.53 
9/4/2016	" 11,021 "	" 6,532,575,780 "	 8.04 	" 8,587 "	" 4,732,671,774 "	 80.96 
9/5/2016	" 11,038 "	" 6,790,805,851 "	 10.02 	" 8,603 "	" 4,745,124,996 "	 85.12 
9/6/2016	" 11,070 "	" 6,816,716,534 "	 14.03 	" 8,626 "	" 4,768,247,661 "	 91.29 
9/7/2016	" 11,093 "	" 6,800,580,377 "	 15.77 	" 8,690 "	" 4,797,516,373 "	 103.71 
9/8/2016	" 11,095 "	" 6,806,153,991 "	 15.59 	" 8,669 "	" 4,782,424,539 "	 81.55 
9/9/2016	" 11,076 "	" 6,871,351,850 "	 13.29 	" 8,576 "	" 4,698,336,345 "	 59.66 
9/10/2016	" 11,078 "	" 6,969,066,893 "	 13.24 	" 8,576 "	" 4,698,177,374 "	 53.80 
9/11/2016	" 11,079 "	" 6,969,977,018 "	 13.29 	" 8,575 "	" 4,698,518,444 "	 59.01 
9/12/2016	" 11,077 "	" 6,975,691,708 "	 12.84 	" 8,515 "	" 4,795,936,321 "	 45.50 
9/13/2016	" 11,089 "	" 7,006,923,758 "	 - 	" 8,430 "	" 4,767,403,085 "	 - 
9/14/2016	" 11,101 "	" 7,049,865,997 "	 15.48 	" 8,473 "	" 4,795,580,696 "	 36.36 
9/15/2016	" 11,105 "	" 7,216,240,845 "	 15.65 	" 8,482 "	" 4,908,427,521 "	 20.56 
9/16/2016	" 11,106 "	" 7,221,568,091 "	 15.15 	" 8,405 "	" 4,861,907,821 "	 4.51 
9/17/2016	" 11,108 "	" 7,223,463,185 "	 13.26 	" 8,404 "	" 4,861,733,420 "	 6.31 
9/18/2016	" 11,109 "	" 7,224,356,472 "	 12.31 	" 8,404 "	" 4,861,567,047 "	 5.16 
1/1/2017	" 11,254 "	" 7,746,752,950 "	 8.62 	" 8,284 "	" 4,351,058,546 "	 35.05 
1/2/2017	" 11,257 "	" 7,759,351,622 "	 8.82 	" 8,269 "	" 4,344,344,465 "	 32.10 
1/3/2017	" 11,259 "	" 7,761,570,704 "	 8.81 	" 8,292 "	" 4,354,061,528 "	 36.78 
1/4/2017	" 11,267 "	" 7,835,100,702 "	 9.13 	" 8,372 "	" 4,401,401,709 "	 44.99 
1/5/2017	" 11,277 "	" 7,756,119,749 "	 10.26 	" 8,390 "	" 4,265,118,897 "	 49.05 
1/6/2017	" 11,287 "	" 7,760,275,153 "	 10.71 	" 8,383 "	" 4,251,727,390 "	 51.51 
1/7/2017	" 11,288 "	" 7,763,029,833 "	 10.71 	" 8,383 "	" 4,252,437,813 "	 51.51 
1/8/2017	" 11,289 "	" 7,765,888,628 "	 11.30 	" 8,383 "	" 4,253,336,958 "	 38.67 
1/9/2017	" 11,290 "	" 7,766,996,447 "	 11.26 	" 8,382 "	" 4,254,125,507 "	 38.62 
1/10/2017	" 11,286 "	" 7,768,377,392 "	 10.66 	" 8,372 "	" 4,237,528,427 "	 36.73 
1/11/2017	" 11,288 "	" 7,815,196,218 "	 10.93 	" 8,384 "	" 4,243,162,959 "	 44.43 
1/12/2017	" 11,296 "	" 7,824,866,741 "	 11.00 	" 8,357 "	" 4,212,059,752 "	 24.79 
1/13/2017	" 11,289 "	" 7,817,952,172 "	 10.33 	" 8,363 "	" 4,214,397,328 "	 35.45 
1/14/2017	" 11,290 "	" 7,818,786,096 "	 10.91 	" 8,362 "	" 4,214,294,465 "	 26.45 
1/15/2017	" 11,291 "	" 7,820,620,264 "	 10.60 	" 8,362 "	" 4,214,191,641 "	 26.58 
1/16/2017	" 11,285 "	" 7,848,972,976 "	 9.72 	" 8,316 "	" 4,163,762,618 "	 18.50 
1/17/2017	" 11,288 "	" 7,875,701,972 "	 9.95 	" 8,325 "	" 3,929,132,568 "	 20.13 
1/18/2017	" 11,285 "	" 7,887,370,114 "	 7.37 	" 8,329 "	" 3,920,530,609 "	 20.18 
1/19/2017	" 11,284 "	" 7,914,772,052 "	 6.78 	" 8,330 "	" 3,915,786,210 "	 13.94 
1/20/2017	" 11,285 "	" 7,915,522,817 "	 5.46 	" 8,302 "	" 3,891,925,661 "	 11.12 
1/21/2017	" 11,287 "	" 7,920,857,380 "	 5.55 	" 8,302 "	" 3,891,788,791 "	 12.51 
1/22/2017	" 11,288 "	" 7,922,103,677 "	 5.62 	" 8,301 "	" 3,891,648,961 "	 21.25 
1/23/2017	" 11,297 "	" 7,899,529,778 "	 6.51 	" 8,305 "	" 3,891,945,524 "	 21.91 
1/24/2017	" 11,291 "	" 7,903,834,755 "	 5.71 	" 8,366 "	" 3,936,399,142 "	 32.75 
1/25/2017	" 11,299 "	" 7,952,959,984 "	 6.14 	" 8,361 "	" 3,966,124,751 "	 21.80 
1/26/2017	" 11,309 "	" 7,969,078,830 "	 6.90 	" 8,389 "	" 4,013,338,423 "	 27.06 
1/27/2017	" 11,317 "	" 7,985,437,395 "	 8.20 	" 8,399 "	" 4,012,826,733 "	 16.27 
1/28/2017	" 11,319 "	" 7,986,310,161 "	 7.62 	" 8,399 "	" 4,012,692,887 "	 18.30 
1/29/2017	" 11,320 "	" 7,987,383,602 "	 7.62 	" 8,399 "	" 4,015,259,082 "	 18.35 
1/30/2017	" 11,293 "	" 7,957,344,208 "	 4.38 	" 8,367 "	" 3,997,780,965 "	 13.31 
1/31/2017	" 11,287 "	" 7,942,759,731 "	 3.56 	" 8,322 "	" 3,974,619,691 "	 6.38 
2/1/2017	" 11,289 "	" 8,011,934,740 "	 3.43 	" 8,340 "	" 3,982,718,442 "	 11.74 
2/2/2017	" 11,303 "	" 8,007,250,060 "	 4.91 	" 8,388 "	" 4,007,195,076 "	 15.45 
2/3/2017	" 11,310 "	" 7,901,697,160 "	 4.74 	" 8,411 "	" 4,020,866,609 "	 5.36 
2/4/2017	" 11,311 "	" 7,903,139,170 "	 3.67 	" 8,411 "	" 4,030,758,344 "	 2.34 
2/5/2017	" 11,312 "	" 7,904,060,950 "	 2.82 	" 8,411 "	" 4,032,659,308 "	 3.39 
2/6/2017	" 11,304 "	" 7,892,144,982 "	 1.81 	" 8,408 "	" 4,035,059,076 "	 3.00 
2/7/2017	" 11,316 "	" 7,953,818,291 "	 2.97 	" 8,381 "	" 4,014,280,883 "	-0.87 
2/8/2017	" 11,332 "	" 7,889,778,928 "	 4.66 	" 8,332 "	" 3,941,492,319 "	-7.63 
2/9/2017	" 11,334 "	" 7,858,852,617 "	 5.29 	" 8,305 "	" 3,949,083,972 "	-9.79 
2/10/2017	" 11,331 "	" 7,852,735,875 "	 4.78 	" 8,295 "	" 3,944,040,773 "	-12.66 
2/11/2017	" 11,332 "	" 7,856,695,554 "	 4.05 	" 8,294 "	" 3,950,007,201 "	-9.10 
2/12/2017	" 11,333 "	" 7,857,807,643 "	 4.98 	" 8,294 "	" 4,237,398,825 "	-9.91 
2/13/2017	" 11,337 "	" 7,853,610,439 "	 5.23 	" 8,327 "	" 4,222,976,440 "	-5.05 
2/14/2017	" 11,338 "	" 8,011,510,393 "	 5.20 	" 8,183 "	" 4,130,632,044 "	-24.14 
2/15/2017	" 11,328 "	" 7,971,321,299 "	 4.79 	" 8,260 "	" 4,153,403,548 "	-8.29 
2/16/2017	" 11,331 "	" 7,972,855,813 "	 4.70 	" 8,300 "	" 4,151,246,104 "	-3.83 
2/17/2017	" 11,323 "	" 7,964,108,290 "	 4.18 	" 8,298 "	" 4,149,059,412 "	-4.67 
2/18/2017	" 11,325 "	" 7,967,840,958 "	 4.47 	" 8,297 "	" 4,148,950,591 "	-4.77 
2/19/2017	" 11,326 "	" 7,968,923,486 "	 4.50 	" 8,297 "	" 4,148,840,809 "	-0.90 
2/20/2017	" 11,331 "	" 7,970,349,344 "	 4.92 	" 8,292 "	" 4,137,108,981 "	-1.64 
2/21/2017	" 11,330 "	" 7,885,757,709 "	 4.66 	" 8,276 "	" 4,128,756,424 "	-3.94 
2/22/2017	" 11,342 "	" 7,886,206,151 "	 4.98 	" 8,251 "	" 4,114,919,130 "	-7.91 
2/23/2017	" 11,358 "	" 7,914,540,966 "	 7.43 	" 8,298 "	" 4,133,960,892 "	-9.40 
2/24/2017	" 11,359 "	" 7,942,050,881 "	 6.68 	" 8,269 "	" 4,133,317,134 "	-12.54 
2/25/2017	" 11,360 "	" 7,947,600,394 "	 5.67 	" 8,269 "	" 4,133,260,025 "	-15.91 
2/26/2017	" 11,362 "	" 7,947,356,395 "		" 8,269 "	" 4,130,998,969 "	
2/27/2017	" 11,385 "	" 7,974,734,175 "	 7.40 	" 8,254 "	" 4,122,444,379 "	-18.97 
2/28/2017	" 11,374 "	" 7,992,431,504 "	 5.94 	" 8,220 "	" 4,130,755,136 "	-22.85 
3/1/2017	" 11,356 "	" 7,991,929,109 "	 6.95 	" 8,246 "	" 4,142,951,086 "	-16.07 
3/2/2017	" 11,354 "	" 8,002,907,224 "	 7.43 	" 8,238 "	" 4,139,769,472 "	-11.68 
3/3/2017	" 11,357 "	" 8,036,021,168 "	 7.53 	" 8,240 "	" 4,158,944,219 "	-13.65 
3/4/2017	" 11,358 "	" 8,038,391,781 "	 6.04 	" 8,240 "	" 4,158,871,766 "	-19.32 
3/5/2017	" 11,360 "	" 8,039,461,927 "	 5.50 	" 8,239 "	" 4,158,809,249 "	-21.85 
3/6/2017	" 11,382 "	" 8,048,072,088 "	 7.87 	" 8,271 "	" 4,113,314,977 "	-17.93 
3/7/2017	" 11,351 "	" 8,044,244,708 "	 4.20 	" 8,260 "	" 4,108,990,697 "	-19.22 
3/8/2017	" 11,346 "	" 8,039,216,066 "	 4.57 	" 8,235 "	" 4,090,475,743 "	-21.86 
3/9/2017	" 11,340 "	" 8,039,136,350 "	 2.58 	" 8,267 "	" 4,105,125,175 "	-14.93 
3/10/2017	" 11,347 "	" 8,065,432,200 "	 1.61 	" 8,289 "	" 4,115,622,911 "	-5.84 
3/11/2017	" 11,349 "	" 8,068,035,192 "	 1.55 	" 8,289 "	" 4,119,782,036 "	-2.29 
3/12/2017	" 11,350 "	" 8,069,118,873 "	 2.07 	" 8,289 "	" 4,119,740,860 "	-0.87 
3/13/2017	" 11,357 "	" 8,074,518,257 "	 2.71 	" 8,322 "	" 4,132,671,098 "	 4.07 
3/14/2017	" 11,362 "	" 8,080,215,547 "	 3.12 	" 8,201 "	" 4,038,209,255 "	-12.67 
3/15/2017	" 11,373 "	" 8,093,627,272 "	 3.94 	" 8,264 "	" 4,069,787,328 "	-9.05 
3/16/2017	" 11,382 "	" 8,130,431,898 "	 4.87 	" 8,326 "	" 4,055,502,943 "	 23.49 
3/17/2017	" 11,393 "	" 8,134,596,185 "	 7.11 	" 8,291 "	" 4,038,576,752 "	 4.78 
3/18/2017	" 11,394 "	" 8,136,237,282 "	 6.99 	" 8,291 "	" 4,038,413,320 "	-1.30 
3/19/2017	" 11,395 "	" 8,138,123,654 "	 8.04 	" 8,290 "	" 4,038,249,923 "	-1.05 
3/20/2017	" 11,397 "	" 8,139,516,228 "	 8.03 	" 8,290 "	" 4,038,096,560 "	-1.07 
3/21/2017	" 11,407 "	" 8,405,180,911 "	 8.98 	" 8,322 "	" 3,779,775,226 "	 3.60 
3/22/2017	" 11,408 "	" 8,415,827,814 "	 8.58 	" 8,354 "	" 3,798,758,087 "	 8.95 
3/23/2017	" 11,432 "	" 8,362,428,874 "	 11.62 	" 8,401 "	" 3,819,239,267 "	 18.81 
3/24/2017	" 11,435 "	" 8,373,233,671 "	 10.56 	" 8,371 "	" 3,967,169,313 "	 18.51 
3/25/2017	" 11,436 "	" 8,375,670,494 "	 8.87 	" 8,370 "	" 3,964,915,052 "	 10.48 
3/26/2017	" 11,438 "	" 8,368,610,243 "	 8.92 	" 8,370 "	" 3,964,693,381 "	 15.27 
3/27/2017	" 11,429 "	" 8,361,453,822 "	 7.73 	" 8,372 "	" 3,965,145,099 "	 15.67 
3/28/2017	" 11,440 "	" 8,521,566,659 "	 8.79 	" 8,412 "	" 3,985,068,273 "	 22.40 
3/29/2017	" 11,449 "	" 8,534,295,629 "	 7.18 	" 8,415 "	" 3,975,186,719 "	 25.80 
3/30/2017	" 11,456 "	" 8,548,337,514 "	 9.33 	" 8,445 "	" 3,989,293,006 "	 37.96 
3/31/2017	" 11,459 "	" 8,554,498,248 "	 11.74 	" 8,423 "	" 3,984,416,547 "	 28.72 
4/1/2017	" 11,460 "	" 8,555,523,888 "	 12.12 	" 8,423 "	" 3,984,292,821 "	 30.48 
4/2/2017	" 11,462 "	" 8,556,624,926 "	 11.93 	" 8,422 "	" 3,984,169,126 "	 30.08 
4/3/2017	" 11,473 "	" 8,584,402,235 "	 13.10 	" 8,430 "	" 3,987,998,233 "	 31.61 
4/4/2017	" 11,479 "	" 8,592,747,652 "	 13.65 	" 8,430 "	" 3,988,188,406 "	 31.64 
4/5/2017	" 11,478 "	" 8,743,885,655 "	 10.96 	" 8,429 "	" 3,990,087,998 "	 25.27 
4/6/2017	" 11,477 "	" 8,774,311,342 "	 14.41 	" 8,436 "	" 3,992,495,603 "	 28.68 
4/7/2017	" 11,475 "	" 8,754,693,127 "	 14.62 	" 8,435 "	" 3,992,550,422 "	 33.72 
4/8/2017	" 11,476 "	" 8,757,829,105 "	 15.44 	" 8,435 "	" 3,992,595,673 "	 27.36 
4/9/2017	" 11,477 "	" 8,758,836,838 "	 14.68 	" 8,435 "	" 3,992,464,387 "	 23.16 
4/10/2017	" 11,478 "	" 8,799,970,450 "	 14.54 	" 8,469 "	" 4,010,898,022 "	 29.39 
4/11/2017	" 11,476 "	" 8,814,923,872 "	 14.16 	" 8,457 "	" 3,991,229,997 "	 27.21 
4/12/2017	" 11,474 "	" 8,873,671,649 "	 13.00 	" 8,480 "	" 3,970,969,615 "	 25.00 
4/13/2017	" 11,475 "	" 8,874,524,208 "	 12.52 	" 8,479 "	" 3,970,831,340 "	 50.45 
4/14/2017	" 11,476 "	" 8,875,376,793 "	 11.40 	" 8,479 "	" 3,970,693,093 "	 36.75 
4/15/2017	" 11,477 "	" 8,876,229,433 "	 10.45 	" 8,479 "	" 3,970,554,875 "	 24.33 
4/16/2017	" 11,478 "	" 8,877,682,302 "	 9.42 	" 8,479 "	" 3,970,798,403 "	 31.24 
4/17/2017	" 11,482 "	" 8,894,543,964 "	 9.66 	" 8,465 "	" 3,795,476,064 "	 28.75 
4/18/2017	" 11,499 "	" 8,883,055,165 "	 11.49 	" 8,470 "	" 3,797,673,808 "	 29.69 
4/19/2017	" 11,512 "	" 8,915,762,905 "	 12.95 	" 8,439 "	" 3,826,357,235 "	 24.47 
4/20/2017	" 11,519 "	" 8,925,074,350 "	 12.67 	" 8,443 "	" 3,829,218,060 "	 19.27 
4/21/2017	" 11,526 "	" 8,922,782,248 "	 13.29 	" 8,436 "	" 3,824,736,857 "	 12.90 
4/22/2017	" 11,527 "	" 8,928,300,042 "	 10.61 	" 8,435 "	" 3,824,586,820 "	 5.63 
4/23/2017	" 11,528 "	" 8,929,127,344 "	 10.38 	" 8,435 "	" 3,824,436,812 "	 10.14 
4/24/2017	" 11,524 "	" 9,044,610,153 "	 9.71 	" 8,459 "	" 3,829,652,025 "	 13.95 
4/25/2017	" 11,527 "	" 9,053,743,603 "	 9.89 	" 8,496 "	" 3,849,965,478 "	 20.17 
4/26/2017	" 11,532 "	" 9,004,406,819 "	 11.46 	" 8,507 "	" 3,815,901,052 "	 21.67 
4/27/2017	" 11,540 "	" 8,991,050,432 "	 11.20 	" 8,429 "	" 3,775,298,622 "	 2.93 
4/28/2017	" 11,541 "	" 8,985,329,305 "	 10.29 	" 8,481 "	" 3,803,261,650 "	 10.20 
4/29/2017	" 11,542 "	" 9,001,384,875 "	 9.58 	" 8,481 "	" 3,803,106,346 "	 5.44 
4/30/2017	" 11,543 "	" 9,002,698,844 "	 9.36 	" 8,480 "	" 3,802,951,071 "	 8.84 
5/1/2017	" 11,544 "	" 9,003,877,679 "	 9.32 	" 8,480 "	" 3,803,029,826 "	 8.84 
5/2/2017	" 11,560 "	" 9,013,671,541 "	 11.00 	" 8,485 "	" 3,807,611,414 "	 9.64 
5/3/2017	" 11,564 "	" 9,005,563,745 "	 10.19 	" 8,470 "	" 3,799,199,035 "	 6.17 
5/4/2017	" 11,553 "	" 9,123,106,346 "	 8.20 	" 8,495 "	" 3,818,567,552 "	 9.95 
5/5/2017	" 11,560 "	" 9,133,875,804 "	 9.10 	" 8,539 "	" 3,821,562,335 "	 17.04 
5/6/2017	" 11,561 "	" 9,140,756,446 "	 9.31 	" 8,538 "	" 3,821,396,462 "	 15.85 
5/7/2017	" 11,562 "	" 9,141,547,184 "	 9.69 	" 8,538 "	" 3,841,240,620 "	 15.93 
5/8/2017	" 11,557 "	" 9,092,214,412 "	 8.92 	" 8,620 "	" 3,850,797,041 "	 30.11 
5/9/2017	" 11,559 "	" 9,099,165,386 "	 9.12 	" 8,639 "	" 3,859,937,872 "	 33.75 
5/10/2017	" 11,552 "	" 9,102,563,156 "	 8.17 	" 8,675 "	" 3,884,868,008 "	 33.60 
5/11/2017	" 11,554 "	" 9,261,216,110 "	 8.57 	" 8,696 "	" 3,906,418,273 "	 40.12 
5/12/2017	" 11,556 "	" 9,274,130,956 "	 9.01 	" 8,781 "	" 3,949,833,235 "	 52.44 
5/13/2017	" 11,557 "	" 9,278,485,919 "	 8.99 	" 8,781 "	" 3,949,729,618 "	 52.54 
5/14/2017	" 11,558 "	" 9,314,040,868 "	 8.98 	" 8,781 "	" 3,949,626,034 "	 52.65 
5/15/2017	" 11,561 "	" 9,317,194,429 "	 9.25 	" 8,845 "	" 4,006,067,707 "	 66.92 
5/16/2017	" 11,547 "	" 9,352,909,842 "	 7.46 	" 8,807 "	" 3,978,955,197 "	 58.22 
5/17/2017	" 11,565 "	" 9,366,284,709 "	 9.17 	" 8,759 "	" 3,972,312,305 "	 51.38 
5/18/2017	" 11,569 "	" 9,370,759,516 "	 7.66 	" 8,708 "	" 3,949,501,305 "	 39.91 
5/19/2017	" 11,577 "	" 9,374,384,537 "	 7.15 	" 8,714 "	" 3,992,049,269 "	 47.52 
5/20/2017	" 11,579 "	" 9,376,219,629 "	 6.48 	" 8,714 "	" 3,994,346,662 "	 46.59 
5/21/2017	" 11,580 "	" 9,377,054,430 "	 5.85 	" 8,713 "	" 3,995,195,794 "	 48.00 
5/22/2017	" 11,585 "	" 9,441,900,642 "	 6.38 	" 8,726 "	" 4,001,530,834 "	 50.73 
5/23/2017	" 11,594 "	" 10,630,714,168 "	 7.23 	" 8,781 "	" 4,057,533,448 "	 62.86 
5/24/2017	" 11,592 "	" 10,624,871,074 "	 7.40 	" 8,800 "	" 4,071,320,605 "	 61.70 
5/25/2017	" 11,590 "	" 10,481,714,200 "	 6.78 	" 8,800 "	" 4,083,818,075 "	 53.07 
5/26/2017	" 11,594 "	" 10,527,904,387 "	 6.70 	" 8,831 "	" 4,409,043,666 "	 57.53 
5/27/2017	" 11,595 "	" 10,530,350,277 "	 5.91 	" 8,831 "	" 4,408,966,765 "	 75.74 
5/28/2017	" 11,596 "	" 10,531,226,417 "	 5.90 	" 8,830 "	" 4,408,789,895 "	 62.73 
5/29/2017	" 11,597 "	" 10,532,142,221 "	 5.87 	" 8,830 "	" 4,408,763,065 "	 62.43 
5/30/2017	" 11,599 "	" 10,645,151,509 "	 5.93 	" 8,803 "	" 4,164,569,873 "	 55.70 
5/31/2017	" 11,606 "	" 10,664,261,017 "	 6.67 	" 8,778 "	" 4,143,436,058 "	 50.22 
6/1/2017	" 11,608 "	" 10,649,096,010 "	 5.28 	" 8,802 "	" 4,181,710,409 "	 54.17 
6/2/2017	" 11,617 "	" 10,879,375,968 "	 5.94 	" 8,800 "	" 4,186,244,745 "	 56.95 
6/3/2017	" 11,618 "	" 10,881,963,536 "	 7.17 	" 8,800 "	" 4,186,499,324 "	 51.49 
6/4/2017	" 11,619 "	" 10,918,654,504 "	 6.50 	" 8,799 "	" 4,186,414,947 "	 42.35 
6/5/2017	" 11,634 "	" 10,928,102,696 "	 8.23 	" 8,820 "	" 4,203,344,132 "	 46.55 
6/6/2017	" 11,645 "	" 10,842,772,348 "	 9.38 	" 8,857 "	" 4,240,395,041 "	 54.29 
6/7/2017	" 11,641 "	" 10,843,527,478 "	 9.38 	" 8,839 "	" 4,237,167,154 "	 34.40 
